TIMESTAMP,NEE_VUT_REF,GPP_NT_VUT_REF,H_F_MDS,LE_F_MDS,RECO_NT_VUT_REF,NEE_VUT_REF_QC,H_F_MDS_QC,LE_F_MDS_QC
20030602.000000,-4.569950,9.007570,87.792500,46.608800,4.645110,0.687500,0.937500,0.895833
20030603.000000,-0.368189,4.671630,3.749020,11.473900,4.285440,0.979167,1.000000,1.000000
20030604.000000,1.041920,3.314680,-8.790210,0.875642,4.356230,1.000000,1.000000,1.000000
20030605.000000,0.465893,3.573060,2.149200,0.002260,4.037970,1.000000,1.000000,1.000000
20030606.000000,-3.736040,8.727630,92.384000,54.268200,4.902990,1.000000,1.000000,1.000000
20030607.000000,-3.309290,8.722070,89.782600,34.940500,5.414770,1.000000,1.000000,1.000000
20030608.000000,-2.262200,7.899660,54.490500,21.283100,5.649410,1.000000,1.000000,1.000000
20030609.000000,-4.312240,9.821500,47.472700,29.046100,5.510650,1.000000,1.000000,1.000000
20030610.000000,-3.091620,9.046420,66.740900,41.705200,5.925220,1.000000,1.000000,1.000000
20030611.000000,-2.567820,9.378110,45.312700,37.085800,6.821050,1.000000,1.000000,1.000000
20030612.000000,2.237060,3.297680,-6.570310,0.459858,5.534740,1.000000,1.000000,1.000000
20030613.000000,0.687027,5.125120,12.970300,9.813170,5.912690,1.000000,1.000000,1.000000
20030614.000000,-4.214320,11.159500,90.648900,64.172400,6.948170,1.000000,1.000000,1.000000
20030615.000000,-0.958790,8.492000,68.292600,41.982500,7.351030,1.000000,1.000000,1.000000
20030616.000000,-1.006760,8.003190,56.210600,45.101900,7.006790,0.979167,1.000000,1.000000
20030617.000000,-2.113480,9.573180,81.457600,51.328200,7.466300,1.000000,1.000000,1.000000
20030618.000000,-2.058500,9.791910,78.540100,41.556500,7.698900,1.000000,1.000000,1.000000
20030619.000000,-1.105750,8.608940,50.632500,95.449700,7.561500,1.000000,1.000000,1.000000
20030620.000000,-1.989640,8.562440,40.152800,48.562000,6.598540,1.000000,1.000000,1.000000
20030621.000000,0.185640,6.276000,-1.099540,41.597500,6.440310,0.979167,1.000000,1.000000
20030622.000000,-1.097290,8.980940,55.771700,115.713000,7.865170,1.000000,1.000000,1.000000
20030623.000000,-2.430060,9.965910,85.530200,98.589300,7.513050,1.000000,1.000000,1.000000
20030624.000000,-0.970864,8.883630,71.133800,97.639500,7.863170,1.000000,1.000000,1.000000
20030625.000000,-0.818672,8.707220,73.061100,96.290800,7.854610,1.000000,1.000000,1.000000
20030626.000000,-1.277230,9.120010,87.133100,90.023500,7.746740,1.000000,1.000000,1.000000
20030627.000000,-4.163170,10.623800,87.183300,75.696600,6.257160,1.000000,1.000000,1.000000
20030628.000000,-2.382870,9.211940,98.422600,82.447500,6.825270,0.979167,1.000000,1.000000
20030629.000000,-2.797940,9.759320,35.454600,49.544400,6.974610,1.000000,1.000000,1.000000
20030630.000000,-4.826600,11.585500,96.422000,70.718800,6.689840,0.875000,1.000000,1.000000
20030701.000000,-1.910670,9.460630,97.294400,75.607300,7.533840,1.000000,1.000000,1.000000
20030702.000000,-3.155840,10.968500,90.878900,68.972600,7.803340,0.750000,1.000000,1.000000
20030703.000000,-1.781380,10.642300,106.114000,81.586800,8.710540,0.979167,1.000000,1.000000
